type,value
out group,9.34
out group,9.48
out group,9.48
out group,7.97
out group,10.44
out group,10.37
out group,7.72
out group,10.58
out group,9.94
out group,9.77
out group,10.52
out group,11.66
out group,7.79
out group,10.07
out group,10.09
out group,8.87
out group,10.55
out group,10.27
out group,10.18
out group,10.31
out group,9.75
out group,8.8
out group,9.97
out group,6.07
out group,10.98
out group,11.5
out group,11.05
out group,11.38
out group,11.48
out group,10.89
out group,8.74
out group,9.5
out group,10.66
out group,10.9
out group,10.96
out group,11.25
out group,9.65
out group,10.52
out group,11.22
out group,10.9
out group,12.34
out group,9.45
out group,10.96
out group,10.58
out group,13.34
out group,9.26
out group,11.28
out group,10.89
out group,11.15
out group,10.56
out group,9.36
out group,10.29
out group,10.06
out group,6.34
out group,10.12
out group,10.55
out group,10.74
out group,9.45
out group,10.9
out group,11.18
out group,10.42
out group,7.54
out group,10.85
out group,11.35
out group,9.43
out group,9.68
out group,10.94
out group,10.64
out group,9.82
out group,11.1
out group,10.19
out group,9.83
out group,10.62
out group,10.33
out group,11.73
out group,9.14
out group,10.62
out group,12.02
out group,10.77
out group,10.73
out group,13.03
out group,10.45
out group,10.39
out group,10.83
out group,11.37
out group,10.92
out group,10.69
out group,10.95
out group,10.41
out group,10.74
out group,10.58
out group,9.76
out group,11.54
out group,9.91
out group,11.95
out group,11.61
out group,10.94
out group,9.87
out group,9.93
out group,11.13
out group,10.53
out group,10.87
out group,11.55
out group,10.8
out group,12.34
out group,11.13
out group,10.23
out group,11.54
out group,11.05
out group,11.01
out group,11.45
out group,11.77
out group,10.95
out group,11.72
out group,11.52
out group,12.01
out group,11.33
out group,9.68
out group,12.89
out group,10.11
out group,10.7
out group,10.87
out group,10.3
out group,11.28
out group,11.06
out group,10.11
out group,10.89
out group,10.38
out group,10.77
out group,10.59
out group,9.89
out group,10.29
out group,11.27
out group,11.15
out group,11.33
out group,10.25
out group,11.42
out group,11.27
out group,10.95
out group,11.07
out group,10.85
out group,10.52
out group,7.75
out group,10.88
out group,10.98
out group,10.74
out group,10.77
out group,10.07
out group,10.49
out group,10.8
out group,10.43
out group,12.72
out group,12.71
out group,11.92
out group,11.03
out group,11.9
out group,10.45
out group,12
out group,10.24
out group,9.74
out group,10.8
out group,10.1
out group,12.18
out group,10.59
out group,10.86
out group,10.96
out group,8.79
out group,11.06
out group,10.33
out group,10.05
out group,10.25
out group,9.9
out group,10.64
out group,10.54
out group,10.86
out group,11.25
out group,10.77
out group,8.03
out group,12.64
out group,11.08
out group,10.2
out group,11.23
out group,10.21
out group,10.41
out group,10.05
out group,10.45
out group,11.63
out group,10.81
out group,10.35
out group,10.72
out group,10.96
out group,11.43
out group,12.18
out group,11.12
out group,11.07
out group,11.3
out group,10.12
out group,11.36
out group,11.65
out group,11
out group,11.08
out group,11.9
out group,10.95
out group,10.95
out group,10.67
out group,10.67
out group,11.14
out group,11.35
out group,10.83
out group,10.46
out group,11.2
out group,12.46
out group,11.35
out group,10.04
out group,10.96
out group,9.98
out group,10.24
out group,10.85
out group,10.9
out group,9.25
out group,10.42
out group,11.49
out group,11.02
out group,11.77
out group,10.58
out group,10.59
out group,10.88
out group,10.69
out group,10.56
out group,11.67
out group,10.48
out group,10.5
out group,11.38
out group,11.37
out group,12.21
out group,11.55
out group,10.05
out group,10.6
out group,2.12
out group,6.23
out group,3.99
out group,4.32
out group,3.18
out group,4.15
out group,4.38
out group,3.28
out group,3.68
out group,5.9
out group,6.07
out group,3.89
out group,4.53
out group,4.29
out group,4.25
out group,4.9
out group,3.45
out group,3.49
out group,6.36
out group,4.44
out group,5.48
out group,4.44
out group,3.89
out group,4.14
out group,4.49
out group,4.98
out group,4.02
out group,6.14
out group,5.88
out group,5.34
out group,3.38
out group,3.94
out group,4.18
out group,5.15
out group,5.48
out group,3.64
out group,4.73
out group,5.06
out group,4.84
out group,4.73
out group,4.01
out group,4.01
out group,3.2
out group,4.6
out group,3.68
out group,4.19
out group,3.97
out group,4.98
out group,4.71
out group,3.63
out group,4.66
out group,4.16
out group,4.92
out group,5.42
out group,6.37
out group,4
out group,4.48
out group,5.19
out group,3.99
out group,2.43
out group,2.61
out group,4.21
out group,3.36
out group,5.45
out group,6.03
out group,4.56
out group,3.47
out group,4.1
out group,3.57
out group,4.06
out group,4.94
out group,4.93
out group,5.69
out group,3.84
out group,4.13
out group,3.44
out group,3.99
out group,3.66
out group,3
out group,5.12
out group,3.33
out group,4.76
out group,4.3
out group,5.38
out group,3.66
out group,3.69
out group,3.28
out group,4.61
out group,4.25
out group,4.18
out group,3.71
out group,4.81
out group,3.74
out group,7.69
out group,3.34
out group,6.4
out group,6.28
out group,8.22
out group,4.43
out group,5.07
out group,3.68
out group,4.35
out group,4.03
out group,4.23
out group,4.43
out group,4.78
out group,5.98
out group,6.5
out group,5.11
out group,5.19
out group,4.06
out group,4.58
out group,5.96
out group,6.25
out group,3.48
out group,4.48
out group,3.28
out group,6.47
out group,7.61
out group,5.95
out group,4.82
out group,4.23
out group,3.71
out group,5.98
out group,2.16
out group,4.69
out group,5.4
out group,4.64
out group,2.44
out group,5.75
out group,6.38
out group,4.3
out group,6.28
out group,3.97
out group,4.84
out group,8.06
out group,5.61
out group,3.71
out group,5.1
out group,4.66
out group,3.78
out group,5.03
out group,6.15
out group,5.11
out group,4.08
out group,4.77
out group,5.73
out group,3.96
out group,5.11
out group,4.8
out group,4.03
out group,5.68
out group,6
out group,3.64
out group,8.42
out group,5.09
out group,7.4
out group,6.21
out group,3.22
out group,5.95
out group,4.75
out group,6.61
out group,5.08
out group,6.2
out group,5.97
out group,2.96
out group,4.66
out group,3.85
out group,4.98
out group,5.49
out group,3.7
out group,4.31
out group,5.78
out group,5.63
out group,6.79
out group,3.23
out group,5.02
out group,3.84
out group,3.32
out group,5.34
out group,4.53
out group,3.93
out group,5.27
out group,3.84
out group,3.53
out group,4.68
out group,5.3
out group,4.21
out group,6.26
out group,5.08
out group,7.66
out group,4.04
out group,3.44
out group,3.76
out group,5.25
out group,4.48
out group,4.89
out group,3.93
out group,6.88
out group,4.53
out group,4.06
out group,3.53
out group,6.35
out group,4.26
out group,4.99
out group,1.4
out group,3.57
out group,4.83
out group,2.62
out group,3.99
out group,2.74
out group,4.56
out group,4.89
out group,6.38
out group,7.35
out group,3.03
out group,4.97
out group,3.98
out group,3.89
out group,3.45
out group,6.49
out group,3.99
out group,1.57
out group,5.64
out group,5.68
out group,4.76
out group,4.91
out group,3.47
out group,3.76
out group,4.58
out group,3.5
out group,3.56
out group,3.82
out group,3.89
out group,4.15
out group,5.02
out group,4.6
out group,5.54
out group,5.32
out group,5.41
out group,6.24
out group,3.46
out group,4.9
out group,3.12
out group,6.38
out group,5.64
out group,3.75
out group,3.12
out group,5.66
out group,5.13
out group,5.2
out group,5.07
out group,5.18
out group,4.91
out group,4.2
out group,4.64
out group,4.44
out group,4.08
out group,6.72
out group,5.32
out group,3.45
out group,5.13
out group,6.65
out group,3.88
out group,5.06
out group,2.78
out group,6.43
out group,3.98
out group,4.05
out group,5.64
out group,4.91
out group,2.57
out group,5.14
out group,2.96
out group,5.01
out group,5.81
out group,4.9
out group,4.26
out group,4.56
out group,4.5
out group,6.45
out group,2.9
out group,4.32
out group,4.27
out group,5.11
out group,4.05
out group,5.87
out group,5.27
out group,6.8
out group,3.31
out group,7.18
out group,7.11
out group,4.31
out group,3.8
out group,2.71
out group,5.91
out group,4.95
out group,5.43
out group,4.39
out group,5.28
out group,6.2
out group,7.32
out group,3.4
out group,3.85
out group,4.94
out group,5.22
out group,4.94
out group,3.6
out group,6.35
out group,6.36
out group,6.66
out group,4.84
out group,5.18
out group,4.84
out group,6.43
out group,3.52
out group,5.68
out group,4.82
out group,4.08
out group,5.99
out group,6.84
out group,6.61
out group,4.86
out group,5.69
out group,4.8
out group,4.02
out group,4.94
out group,5.65
out group,4.96
out group,5.35
out group,4.94
out group,5.26
out group,4.85
out group,4.6
out group,6.5
out group,3.86
out group,4.4
out group,2.34
out group,7.01
out group,3.49
out group,4.57
out group,5.16
out group,5.43
out group,3.68
out group,5.37
out group,4.43
out group,4.53
out group,5.73
out group,5.97
out group,3.24
out group,2.25
out group,6.06
out group,4.84
out group,4.53
out group,3
out group,4.26
out group,3.73
out group,4.52
out group,4.19
out group,4.63
out group,3.97
out group,5.09
out group,4.73
out group,3.89
out group,3.76
out group,4.23
out group,4.56
out group,4.43
out group,3.21
out group,3.26
out group,4.94
out group,3.52
out group,5.68
out group,4.35
out group,4.34
out group,5.45
out group,8.06
out group,3.77
out group,2.82
out group,5.29
out group,3.16
out group,4.91
out group,5.06
out group,7.21
out group,3.89
out group,3.22
out group,3.44
out group,3.58
out group,5.4
out group,4.36
out group,7.24
out group,4.78
out group,4.03
out group,4.55
out group,2.97
out group,3.28
out group,5.16
out group,3.53
out group,5.96
out group,2.92
out group,4.51
out group,3.77
out group,4.41
out group,3.44
out group,2.58
out group,3.03
out group,2.42
out group,5.95
out group,3.43
out group,4.58
out group,3.59
out group,4.75
out group,3.74
out group,4.37
out group,4.27
out group,2.32
out group,3.87
out group,3.54
out group,3.05
out group,4
out group,5.14
out group,5.14
out group,4.52
out group,4.38
out group,5.16
out group,2.93
out group,5.25
out group,3.07
out group,4.89
out group,4.75
out group,3.34
out group,6.29
out group,3.82
out group,5.68
out group,4.67
out group,4.94
out group,4.15
out group,4.97
out group,5.09
out group,3.07
out group,5.85
out group,3.38
out group,5.45
out group,4.4
out group,6.28
out group,5.66
out group,6.45
out group,4.29
out group,3.66
out group,3.47
out group,3.23
out group,6.3
out group,3.21
out group,4.78
out group,3.31
out group,5.42
out group,4.42
out group,3.98
out group,4.18
out group,4.44
out group,2.98
out group,2.98
out group,4.61
out group,4.09
out group,5.86
out group,6.77
out group,3.15
out group,4.46
out group,4.64
out group,2.85
out group,4.62
out group,4.64
out group,5.71
out group,5.32
out group,3.65
out group,3.84
out group,4.81
out group,2.92
out group,6.64
out group,6.1
out group,3.53
out group,4.17
out group,3.48
out group,4.76
out group,4.73
out group,3.76
out group,4.49
out group,4.98
out group,4.14
out group,6.42
out group,3.46
out group,3.22
out group,3.51
out group,4.53
out group,3.68
out group,5.28
out group,4.55
out group,4.55
out group,4.44
out group,4.11
out group,5.13
out group,4.69
out group,3.45
out group,4.72
out group,4.81
out group,3.83
out group,3.63
out group,4.32
out group,5.4
out group,5.51
out group,4.33
out group,3.29
out group,5.1
out group,3.14
out group,5.27
out group,5.12
out group,3.93
out group,4.76
out group,1.93
out group,4.01
out group,3.73
out group,6.36
out group,4.01
out group,6.34
out group,4.86
out group,4.07
out group,4.16
out group,2.8
out group,5.33
out group,2.87
out group,3.45
out group,4.08
out group,3.44
out group,4.17
out group,10.34
out group,11.7
out group,10.78
out group,11.04
out group,12.02
out group,10.37
out group,10.69
out group,11.37
out group,12.83
out group,9.52
